COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
Betaine Aldehyde,HMDB01252,C00576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cadaverine,HMDB02322,C01672,192745,175772,149847,173261,178466,155182,203359,203656,220055,212604,161849,176808,204020,202442,173359,137206,197592,164127,203102,185834,199671,171570,177956,167035,161855,155668,203460,173398,177575,154436,141871,150132,176860,182743,185103,171385,152976,170378,170920,175419,168735,172102,151467,198365,149116,169871,179508,213664,208528,176259,170733,176418,182175,226709,161521,158808,205505,180285,214688,193359,204212,169669,198353,190872,158283,181563,176569,162695,137449,175436,184779,169013,180385,172030,187715,174627,173471,153419,175150,165588,167771,163099,172461,140354,178862,168201,180144,184287,186843,169031,174123,157007,188731,156632,168490,196895,184089,166277,183670,175538,180179,162282,210517,177372,180087,172506,190735,171818,151492,164297,148603,185951,196762,213446,154492,165983,172356,175657,182226,174997,157675,139202,168648,172396,161895,169141,161340,150775,156127,142565,150715,167787,147400,151082,147792,143812,177412,154279,179593,171676,188734,147780,150103,165977,180831,165040,165364,155060,185912,177817,188719,174801,150615,167341,180839,185265,138932,187632,162912,172628,166101,191349,158805,159201,141258,167824,190184,167250,182369,167622,146530,163821,161344,164063,147689,158725,196164,132561,148862,150913,173992,171173,169864,175550,179909,147032,152402,158454,144505,151178,189327,176281,160133,158543,174116,150184,153620,164962,193168,163874,146201,167808,160031,168324,161732,171980,176462,164353,162243,167447,155762,200584,158926,165480,178656,149706,173950,158910,169402,130473,170730,173474,172189,159990,181476,184349,173109,123981,162640,176306,171429,157398,154053,151602,151850,140396,172784,137260,146611,174923
3-Aminoisobutyrate,HMDB03911,C03284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Choline,HMDB00097,C00114,31104806,37243313,18820745,17169046,102688709,24413297,91484320,20572521,25655034,25026525,98738720,23441923,18540915,19613198,29285504,17282645,24565606,16523425,21135549,19208180,27012861,28253310,27948224,45118439,25228992,25980108,30769356,21443434,16833059,25842036,21790480,29971637,24066889,23887569,22574704,19844053,22030251,37714516,18014437,36754191,28827674,18948690,17388931,27557795,16024417,39479060,32229456,26186695,28968263,21261683,16947793,19143086,43352287,18497757,22632108,17596580,21900207,22005627,28423591,17690169,22938512,34316905,42884997,15932037,20031924,27149073,38161493,20368690,35816271,15877945,20238782,19999055,37721670,24448232,53895147,35814237,24491685,22855296,22310269,22576753,20339150,26508581,24368787,31265843,32234657,37792712,28313016,41602238,25003486,48071967,31119888,41164644,27898723,63362332,111823170,23462845,25242919,33046214,34042185,25637281,24892071,20504675,26237602,24630350,55254031,43825314,31862707,24053271,22746442,31849739,44333593,25175359,35156205,25795848,34457551,27541515,25190693,21164804,20498825,64185048,26841483,30316924,32343228,37565101,25600571,31355859,48185805,27826926,35317709,29097702,23766823,28130848,20985385,22656347,24464577,51636451,39963036,16372569,18814656,23233844,42317336,53575069,28651387,17793482,27192928,13888098,35467560,32457884,62860117,23108758,31754386,22989918,26139506,26061964,22132444,21114820,28235767,30989248,24087851,24991901,35416966,38608618,22029872,29736557,28816518,27355534,41782486,41687703,55925113,25048781,35517794,26432190,21045279,20434090,43775363,18083682,29382886,24207152,26089704,19260102,29521694,32592544,42304655,30165374,28248887,30371987,38877753,28718277,34955055,49981179,37854358,36954647,26800354,22250967,38937631,56410177,34260184,28853454,21777896,40146972,16591873,37365637,17889816,46540572,28748280,23262421,33475051,24027040,30742157,28121362,20032293,29904430,89246227,35745492,34027458,20901456,20063516,27254351,65650241,48829150,18710700,32584468,26969613,21981201,26367192,21429497,18078999,26003287,177503247,32451819,28353400,32501341,25183998,31817296,24587004,28230697,28968096,16576419,24219506,41677435
Dimethylglycine,HMDB00092,C01026,2415857,869740,856783,755580,1446493,1541247,678060,811622,1269432,1971759,1312461,674968,2335208,817722,1487347,955600,886232,978938,1243882,1157198,1410338,1218019,890598,797823,1882563,1174374,1020071,1177621,635975,1235658,845751,1245036,1591678,1453736,751971,835454,1197927,3031884,643655,1943027,738116,934557,546070,2000078,1016960,1108136,972193,1439005,1169599,706431,1120039,2293238,817506,1263811,1154056,944770,1142792,1441174,1070512,789217,637966,1027244,1724219,586494,561816,804348,1008182,722066,1090385,568801,864492,670622,1225770,933067,535850,1029892,742777,662501,904560,871727,1492736,794462,1105957,1601719,1443608,992288,1241727,2740087,1057056,723002,595886,1983596,951169,4604448,1189069,724359,598137,1567020,2975345,774351,817099,919436,842060,1226996,1208155,1156018,883945,983984,876650,1439057,1688914,989720,852520,1070910,822590,670802,872449,1579970,802451,1520513,821666,989854,719183,426025,559624,725568,897015,613760,1099426,818376,965035,1189587,730138,1021093,441279,1516842,1031868,355317,621382,644542,1240669,499548,606188,932636,811693,671688,790723,1119781,1571359,867342,913523,606489,531516,766377,682918,819596,912431,3437084,483297,1050618,1082303,1450882,939886,877458,2404325,744845,935716,1424219,1185491,761243,1119518,937176,1154310,547263,736532,438890,809163,955153,572091,824435,734313,1196723,1027468,652806,633377,692736,1619015,1504439,729014,1688672,834797,921899,1785975,2671384,6383178,891029,447954,852239,680066,889146,913364,731787,753521,1297085,1117086,779109,847224,712929,717551,954390,812431,455253,533322,1134474,768235,867659,787618,420501,830827,470138,728874,745766,1061018,1123676,675449,1734666,729355,1170765,796487,1066528,1239324,760369,1166993,638250,1114801,1206714,1118714,739355,703934,695102
L-2-Aminobutyric Acid,HMDB00452,C02356,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2-Aminoisobutyric Acid,HMDB01906,C03665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Serine,HMDB00187,C00065,7643649,9016181,9968810,4468512,15388633,6321058,10541569,5904788,6082010,6780911,11293066,3610168,6612214,6254555,5616615,8027718,5063596,6877171,7291647,6464284,6662211,4937476,5967742,7026448,7886751,8376557,6364182,11922424,5590304,4270791,5683709,5261173,6628352,7071940,7615421,7597062,8681477,6208235,8956680,7100704,5857968,7470778,4815747,5846701,5406612,6830724,8701350,5476092,6600265,5584354,5600152,6998888,8762669,4273688,6709552,5221997,6865406,7001040,5978025,5015869,6334144,7976819,7885113,5739125,11047313,5354673,10220674,5839856,4463857,5360691,5745377,6317521,4483025,7388978,6340480,5930247,6204434,5384926,7496634,7605573,4088326,6444697,5996226,9495903,4983677,7722265,5550185,8260910,5749381,6021867,8454817,7498390,5931135,6961370,8278727,5954278,6569257,8047002,7331780,7346555,6121081,6229353,5955636,7434926,7055530,8524523,7510160,7640553,8236509,5996947,7488471,4932242,5177711,6786055,9458178,6715461,4675925,6332772,6120638,10803016,8578869,5863826,8148368,8960371,8637331,5046626,7317778,6660917,6196943,8183179,5444536,6639815,8577788,7219775,7615695,7018642,7584417,4908127,5433405,5920713,6366305,5683921,6460041,5237724,6368471,6485613,8007303,6223402,6476978,4920539,5442666,4725522,7200802,5985726,6577122,5883603,5996548,6726850,6165289,6215540,7722046,9229253,4983338,5288544,6330732,5547338,10548468,4675572,8238160,8074149,7166135,7117375,5977263,5154635,11772492,5319745,5797952,6456229,6329574,5576760,5492680,7096249,10182533,5729621,6047102,6525998,5502475,5702552,7156593,7237519,6870756,7402805,10543925,3427561,9910552,11520940,8259217,7735129,5136052,8999189,6709146,7927215,5640071,11886750,7321588,6501453,7292310,7336068,8896434,6924323,4767347,6729283,6621064,6777328,6574213,8381396,4958353,5667594,6954235,7687695,6782662,5884742,5224491,5312356,4957684,4975857,7332873,9006356,6989871,9127360,4842215,7395758,5575303,4942786,6642012,6222018,7146047,5585479,5042370,8089855
Hypotaurine,HMDB00965,C00519,11624,12356,5333,10261,9674,26384,17827,6798,8716,19783,9035,10928,11791,10819,11880,8922,6875,16345,11858,10945,9634,6099,7987,6047,9658,9119,7833,34223,6511,16149,6035,13951,7697,7069,8402,7676,8565,11441,6357,11125,14827,10233,5051,10241,8447,7990,8945,7243,7318,3189,11824,5484,12080,8960,18923,5554,9014,10458,26242,10335,11877,14632,7044,3253,10547,6275,14004,6558,12859,7046,7018,17297,16907,5134,16969,8273,15040,7716,8017,15165,6003,7146,12260,9171,8434,8771,13679,6719,7524,4328,13634,10131,7888,13014,15026,7085,12745,4679,17851,7917,10158,4534,18470,5829,18348,13960,8550,14566,11021,11079,7225,4606,8787,16433,22630,2659,9762,6383,9183,39017,13121,7277,7683,7596,9360,3138,6188,10070,11305,23912,6933,10932,14591,4474,7493,15782,16697,10895,6422,9164,9941,10113,11185,10118,17275,5220,12464,8411,10395,8355,12533,6894,9373,6559,6581,8614,9478,5207,6310,4599,12070,18634,10961,9327,8888,5784,9070,6822,6758,12231,6016,10719,6342,1468,12080,9313,9899,3918,3691,15402,10908,15205,15461,8418,5677,8824,11930,5797,9755,7056,7596,3818,19868,11180,19330,19714,5310,12340,7039,11148,10158,17862,5611,19462,8149,7694,4204,7209,6837,4775,9283,11668,8036,16061,6665,5392,12061,6081,7810,9042,13047,2640,11290,5784,9129,5479,17254,11150,4789,8201,7212,12623,6895,10195,9755,9328,9293,2654,4576,11510
Cytosine,HMDB00630,C00380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Histamine,HMDB00870,C00388,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Creatinine,HMDB00562,C00791,33540024,34595541,29978825,27164859,31789974,35423857,31361246,39237043,31667319,39196193,33698664,42209572,33412513,44235318,56134776,37286561,44315323,35303715,36013688,40752461,32200362,32403780,35836556,25941368,26792615,21186440,20129310,40732765,38936346,57960174,29615715,42246600,29537785,41555523,21557781,32155203,31932471,33553442,31811020,44467878,34707568,18733635,32177058,60056795,39967011,36107687,39127705,36878700,37207624,36783944,32200242,33873268,30936840,36549414,45405026,34754162,41851227,31994394,27522165,32906715,31372115,28164469,32073691,33549467,32768162,34961194,35994248,28820034,26605727,27023452,29065500,30795647,29390729,22831839,33949399,33447295,16709337,28963347,35915047,33177851,54003571,30126353,25090381,23052049,40019124,29316500,21352584,60501651,27931270,21143674,30941535,29016637,31022657,25702348,27635927,38243667,31173992,19808819,34769265,33214983,29261190,21227588,32269961,37041309,24266470,30011082,15785683,28044012,27169737,25832924,34387201,25479878,22625369,34102715,45989240,23430849,31504247,31574330,26987016,31612152,26915613,24939504,35109335,25863559,29862334,26759723,25738542,22347817,22407115,31008364,29925224,33067071,23734212,20566503,28989497,38886940,20254985,24723857,31378540,28223222,30385242,24953906,19867199,36834208,31428322,27533650,35156062,32979912,29129429,27087138,28140664,32127334,27180043,26974056,21748170,23108332,25878715,22982015,23827863,25791438,35289920,20833161,27761607,26844707,33802848,32820176,18823897,28046786,26790028,25989952,29401943,35856388,28346706,18142805,16170057,23604015,27158495,32988521,16575116,33088228,27602625,38078396,22862782,26928005,31651673,25447506,30438854,29562867,24644263,26174958,30065092,26674434,28285808,30414140,24478621,37771952,31042127,28456258,25993882,29882952,28658052,31662938,31491980,43694311,19332662,30382257,31950451,25654260,31049109,29866483,26025819,22093725,23059311,20324610,31399378,27187573,26990510,20582057,30108458,28572419,25535174,22013211,19133400,26818922,26934792,24929060,21865733,26224026,25321937,26862249,28904775,25717411,26651266,18900904,17517181,18942841,24784434,15837586,16800101,25768690
"5,6-Dihydrouracil",HMDB00076,C00429,341503,274214,365009,281205,480061,433752,480998,424545,302964,349829,565332,131577,354871,339417,529900,455811,350437,378508,395478,442769,423689,285765,331457,455126,388691,432456,497365,634880,279148,283213,366835,346208,369755,327350,418854,433364,405026,451314,407546,331882,460100,505029,232365,364699,287494,325579,477456,333269,304831,399031,343916,465221,525693,383143,273415,384033,383800,496657,321740,235933,283162,339508,389580,309508,460779,328179,347261,294730,550651,390460,289552,969795,400746,480708,399977,352973,279864,303062,364338,351943,290014,446296,414740,414505,373970,461705,389395,468459,316085,362982,375890,387897,390909,559074,513404,323775,437053,394815,355374,342630,293808,294782,357112,321520,394857,373620,269420,310333,353044,361165,284548,245619,302405,341600,389384,413610,253325,402048,307750,551968,504670,294084,403636,384705,386366,350363,428117,309968,235605,379159,312892,346670,280003,373930,365195,318922,418045,328992,225875,327674,325175,393970,451816,359791,353870,366686,373972,395913,441695,332969,301856,327791,304549,310327,306913,384391,306738,399465,352542,350161,313496,424107,293653,265486,371957,280715,427283,301112,389743,519585,297882,405909,336982,309668,410441,300452,320817,258645,296057,350288,270279,416744,365285,299777,361722,380416,493202,301047,405424,463459,431867,450744,430065,278972,364621,493097,418156,325329,224882,361227,353704,368251,332297,458496,233430,416629,357742,307075,332685,429315,237234,301755,352802,360226,383082,530255,301541,341132,317890,433220,408510,337077,374298,290558,256182,301414,314265,372058,355004,292009,392079,328832,206182,293455,373219,294379,366890,312642,308537,281616
Proline,HMDB00162,C00148,3866704,4925757,5871699,3332766,6091290,5900184,6893459,3666623,2952882,4938056,5406389,3781473,4249121,2631631,6562641,3868469,3558894,4878139,4483087,3540770,5313538,3362331,3458444,3472355,3834220,5079611,3926512,7441599,3308387,2967123,3830408,3895705,5204501,5310046,3956697,4057870,4889369,4276536,3702458,6393081,4051768,4132641,2215992,3374353,2701370,3439307,4796905,3504682,5206718,2882483,4451947,3337526,3711936,3164028,3272050,2652731,4208427,4534438,3492784,4695635,3828740,4389844,7433999,3295608,3919738,3334654,7012286,3227850,3424890,3629357,3184880,3762053,3244305,3139608,4566272,4066240,2673853,3165727,3843225,4595840,3218889,3171556,2936343,5466535,4025439,7567876,3753620,4588028,3443520,2066603,4710015,3601485,3977107,6210337,5083502,4080437,3866562,8815917,4622869,3053102,4337441,3027762,4022169,5288526,4959240,6125430,4540729,4126129,3557932,4149695,4530202,2630113,3030602,4173859,4929162,3686688,2797821,5271795,3719374,8617466,4191236,3617180,3720196,5042812,3979426,3994599,5940946,3508631,4858801,4612838,4813688,3408774,6379968,4537035,3652123,4369218,3556658,3028218,1940667,3487730,5137290,3797243,2822379,4171318,4497608,3474390,4821493,6288665,4059356,2866234,3154316,2576376,2728462,4379468,5201572,2953571,3868941,3294579,3878657,4039262,4045196,4452755,2600824,3103444,3053690,3684362,4855574,3312182,4179445,4780044,3155221,4179826,4101195,3128794,5543422,2249426,4394625,3581121,3002502,3624797,4018835,6176837,5949539,4770646,3791009,3019630,3709294,4319054,4654077,4382528,4034234,4246116,6587964,2669565,6404615,6417157,4403950,3817026,2365612,4238967,2779021,6525602,2600169,8351997,3941806,4064971,4464149,3837946,7575494,4125556,3153878,2661341,3135266,4612294,4532859,4919785,3801136,2961784,5179350,4389166,3797885,3539958,2797747,3286182,3264731,3154548,3813712,3992374,2951959,9304999,4800455,3755537,3266571,3818300,3564576,2665529,5122124,2735481,3319310,5445081
