COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
Margaric Acid,HMDB02259,N/A,75064,140613,88681,49252,55157,47346,97001,41551,66350,125115,102807,76818,79820,57849,60493,82473,34296,127174,47493,62035,39357,68596,39247,28378,49145,95146,36070,127553,86525,96845,67676,49467,40812,51564,34387,87253,65082,363098,54897,61695,98244,37886,59907,50428,76778,78762,65520,49810,65384,38119,42300,103631,80319,66763,69512,64440,42707,102832,78646,71043,86651,62454,105625,81783,84803,59568,88479,110639,47035,46395,48785,41340,42231,59612,162256,73240,75657,53316,45725,39333,49971,74540,63400,50241,274265,63602,41860,193514,50788,68091,122015,61275,77915,31743,67932,87498,48476,46528,69972,56874,41763,103162,67876,54858,52786,51524,73415,50301,49631,83938,95478,26409,108050,210748,74177,268577,68732,56153,135832,64382,65025,56070,95997,89442,71098,66113,99807,185843,53017,55039,43219,52108,324023,73531,181131,51298,334424,75977,39697,117768,41298,83422,47688,56340,95864,185574,48815,36738,61052,89792,70851,51545,131928,48092,44968,82346,53870,47301,53329,54924,62071,53695,57582,98155,41119,124532,47405,31707,113957,54753,81105,49473,45022,38197,60029,41136,585459,128894,62554,66172,68007,66390,91501,66204,75247,50936,120636,68164,87355,46351,108433,64768,162379,48961,96427,51491,102082,30993,76093,50276,44142,80671,84021,106039,60301,39948,69420,57868,45569,27148,81447,85192,50076,68618,59627,43689,72640,80641,46774,81640,43595,46464,51848,64014,150466,52161,124352,69091,52939,72677,46376,69866,62734,79965,40342,92103,83770,61709,24669,126018
6-Phosphogluconic Acid,HMDB0001316,C00345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Linolenic Acid,HMDB01388,C06427,710761,712715,24140,428658,315079,77815,853702,1189984,355530,104854,239095,118650,660622,156773,150311,338730,220284,68371,211289,643374,107510,64033,187040,360950,500330,185433,79425,48320,353161,325393,511894,438633,116717,212974,158140,501288,324907,170912,141054,277903,194218,259796,436271,224367,629498,174107,173306,219006,63531,331755,138817,385153,232620,450186,836306,348418,155930,207557,494767,52756,233641,138594,353827,186179,330120,202391,76007,462324,813481,395543,122922,82426,280402,112384,212803,411819,158036,296881,240297,289849,95239,212012,504010,551485,102135,86513,408377,439818,572180,472674,501020,298024,133014,123804,278097,390435,221271,256706,112242,616580,144295,315939,93933,343679,196406,117494,198747,206054,172454,207912,230292,175298,846799,440159,163575,298888,262897,240418,226899,335456,156538,363561,196800,213195,246771,366774,213809,159878,186707,177471,97625,441225,57745,675327,267767,518780,439272,228541,150192,455029,132517,160029,111518,546195,238341,161266,176020,198349,132495,715404,241546,414235,239814,302524,320169,457543,110877,150086,405685,229257,259596,167046,560526,385486,388723,614319,163622,214335,159888,247711,313498,403934,327496,148119,322236,162534,143961,273250,198437,89981,388338,172443,448215,328667,199529,263222,365474,265720,90019,186865,88937,125050,265200,507577,89891,164445,98787,86524,153548,140558,230859,115276,547671,106321,125556,157661,69687,145709,30886,111468,97835,187704,256531,153791,314068,203397,232980,406497,255211,432323,207569,172043,265429,472862,166779,314237,137707,118921,178678,460326,220310,103115,132985,186310,219151,388918,312261,271273,208991,384700
Linoleic Acid,HMDB00673,C01595,4824672,3106174,263465,2319708,3014378,935688,2808740,3740320,3204589,1126900,2004255,1578473,3069644,1443992,1796030,1716258,2418284,1466549,2198125,3054506,1111793,641323,2048929,2444451,3230018,1478597,1189599,558216,2270350,2968370,3771628,3205210,1240643,2990570,1393639,2740491,1788427,2990371,2586998,1072357,2215391,877762,3100529,1802937,3700571,2064510,2261536,1521696,1237805,4593174,1570263,2280892,2175815,2944835,4084491,2677211,1324309,1395994,3310856,640518,3157031,1449354,1569793,2031511,3148415,2439720,1012742,2341539,2833948,2727871,912068,761034,1792876,1838454,3108535,1711134,1853659,2666699,1820995,884862,1209454,2081034,3642383,2627387,1542330,1416591,3605931,2073179,1756697,2325197,2051381,1978055,2040040,1435933,2751756,1975391,2122595,1640574,1059506,3067897,1411492,3010475,1373166,1463857,2694374,1652310,2028256,2420032,2185616,1850919,1660052,2629028,4068073,2812723,2586327,3804859,2393951,1583840,2797469,1934803,1764650,3031614,1842734,1061748,2806254,2532158,2193658,1645165,1867587,1383074,1306465,2670503,1057504,2132764,2538180,3469843,2531485,2392254,2209402,2535653,1413295,1901240,1088102,3074658,1845802,2556175,1686314,990195,2156550,2741681,2467573,3424563,2500283,2081710,2246691,2506156,1258108,1952200,2364040,3102602,1669699,2105768,3194209,3435810,2367109,2681253,2415186,2431565,2111672,2421584,2099529,2434039,2605184,1740864,1441666,1567028,542294,2215149,3102593,639333,2945005,1998811,3732468,1146371,2222282,1774731,2704066,1717691,1299711,1749232,1228589,1597927,1421636,4053502,1557453,2495524,964010,1248106,1515311,2096996,2104936,1676640,2859688,1232932,2137042,1510362,1131938,1658145,697385,1198576,891690,2163703,2479949,2028793,3058258,2153196,3395226,2245128,2240638,1343819,1685107,2823633,2206251,1521613,1894312,2303681,1516020,782814,2387091,1424311,2014904,1363745,1917109,1252701,2869091,2709329,1825638,2185353,1903472,2566369
Xanthosine,HMDB00299,C01762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sedoheptulose 7-Phosphate,HMDB01068,C05382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinoic Acid,HMDB01852,C00777,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Acetyl-Aspartyl-Glutamate (NAAG),HMDB01067,C12270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arachidonate,HMDB60102,C00219,4941790,4666442,2120766,1756654,7085436,5467726,8585848,3690832,5728547,2842532,8628785,3427568,2802070,3437316,1913667,2159113,1827651,2331107,3902261,3814653,2560024,3312642,3099213,4896105,2854709,2987848,4368079,1796357,2773674,2922681,3840488,4119406,2534101,3953080,2430496,2607658,2674677,5172414,2529524,2509571,3233505,1649095,3555453,2393987,2653135,4819051,3047372,3800147,4113004,3283720,2649590,3203539,3877403,2871078,3665392,3959645,1855830,2742401,2809067,2005875,2760972,4187050,4167926,2639575,4259535,3984715,2926827,2326126,2886560,2985665,3864155,3998997,4260676,3790036,7057944,3338759,3068549,3020409,1895081,1909536,1840859,4125141,2954206,3103698,4173305,3461790,4040985,2294652,2734001,4819749,3213168,5405648,2961361,4291669,11749327,2989909,3741257,2542828,2696635,3424090,2929346,3747664,3810049,2760066,4782449,5143717,4253053,3679348,3510784,4261088,3873180,3845774,2939984,2473996,4728498,4243399,3645950,3087407,4698184,7218908,2667802,6284643,3415733,3158624,4642501,2911560,4937516,2895459,3764785,2627781,3054102,3339575,3225692,2203923,3030463,3676733,4920000,3466727,3366427,3264422,3439447,4810866,3946105,2669351,3986264,3001915,3339027,4830716,6882934,2441708,4338400,2795774,2951601,4322302,2277543,3315242,3723996,5091788,2553637,3093827,4644515,4240791,4375544,4649260,2864422,2893642,8112466,6664545,5365535,2770145,4003192,4383925,3897495,2361455,4143471,2019308,2088203,2592628,5869954,2248377,3889750,5093471,3982854,3290943,3153734,4531756,3941523,3281754,3476592,5518814,4433017,6803856,3513651,4647071,4918339,9506950,4529722,3348954,1886370,6229276,2689108,7421700,3042110,5398845,4167349,2519168,3713809,4689813,3185320,4381836,2236937,5318504,10641855,3366745,5697843,2692724,2925076,3326121,6782957,3605879,2140457,3302595,3206731,3013646,2776535,2382345,3171479,2743251,15543838,2874593,4546356,3235677,3890351,4634263,2544442,4475210,2426717,2399325,3042964,4616829
DCMP,HMDB01202,C00239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reduced Glutathione,HMDB00125,C00051,30817,19955,18876,24359,18900,33950,48493,18441,21114,22381,12189,15037,17171,12932,17404,28384,13718,10991,19556,17468,27514,18235,14069,13920,10102,16933,11972,72417,24184,12509,11455,17244,30257,20596,11298,43312,17241,22562,29422,13064,14933,11223,7830,9608,10565,8045,25389,21904,11081,10383,11886,12352,10779,11100,10095,8671,12929,13882,15546,8699,14564,119886,11165,10878,9528,19179,10648,7923,16343,13512,14401,15096,26518,8132,8568,19535,11887,9809,9257,12458,14559,5838,12739,10758,17396,10283,12588,12539,11923,9272,19252,9581,16874,26066,5743,20764,18057,9908,10314,8011,11550,9082,17983,11839,24116,35088,10053,15540,16685,8778,7590,8131,13000,19325,24021,5290,19689,9330,30534,89675,12105,8753,9030,13170,15483,9818,4995,12709,11045,21040,15954,13681,17490,12157,18094,23369,9823,40135,10666,39836,13620,9618,11587,15130,19966,8761,41804,12816,5197,15415,10360,17214,14611,10726,10948,12564,13553,12708,13304,11505,6081,12856,10552,7221,12251,22498,8007,8805,8759,9886,9082,8511,11114,14188,21914,14263,14638,10841,12357,21927,10009,10704,23382,8989,11793,10254,8498,13858,15641,9388,6820,5483,13234,9486,25193,413765,10779,17900,11378,31505,8273,74561,11207,65116,14866,16676,6262,7708,7577,10023,15672,11350,5513,66179,6417,9643,6446,7303,7727,6438,12570,8584,6427,10175,8238,10050,7941,6322,3097,8660,10228,31949,7722,4564,7317,8302,7932,6288,6679,48858
DUMP,HMDB01409,C00365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Acetylneuraminate,HMDB00230,C00270,656918,470921,619767,349675,2638651,674186,1484777,471920,656651,616133,497960,458760,396693,558880,1260436,314580,549568,450274,447233,916114,900287,484946,346667,1538950,607472,345711,494350,477405,445170,760617,360229,631543,385546,437767,370188,452952,659965,2152194,458706,440419,373312,415292,368778,1322154,357652,493402,1101674,1044628,385239,452524,384496,428489,495961,466295,444806,313483,473062,431418,462453,581711,432726,1900854,635975,421901,490909,495030,418300,259715,655426,227997,268946,423315,520780,395938,525709,832328,484332,254590,286081,291722,1306717,457776,371075,1081691,423535,313614,290468,792766,342054,406289,1048270,671605,680782,3630884,339293,332669,265569,358379,302200,428582,270975,278330,379579,359013,2209670,629971,376352,342446,340981,494724,575281,234942,524034,338739,996010,237181,376304,283267,376721,2017348,297964,929176,511045,916567,252922,309325,412756,246581,428404,1236302,659333,358271,230817,384475,311394,1326837,267820,240530,199667,553780,318164,193107,408462,262058,585024,405769,1108184,201431,291225,253143,348235,291351,385331,267459,345169,295812,399887,453615,272148,243350,470021,1000891,347524,355757,465868,495045,324143,417224,1165299,245694,354115,331929,254284,288624,868709,186278,272795,357270,333320,376892,261479,352264,1136746,236994,284635,487130,338342,346438,262379,308292,270726,305751,258415,233178,1455030,869520,298445,401349,192981,907846,351274,1342078,259884,2220370,378843,339825,271505,326192,478134,273405,164172,280119,377813,881590,310674,252528,251973,273610,262663,390302,346353,321890,293088,285310,301241,253054,226363,311937,372914,360131,336556,955735,318260,250247,205857,220912,382971,359780,178550,1011976
Geranyl Pyrophosphate,HMDB01285,C00341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
